comparison,year,feature,physical_family,n_D,n_other,median_D,median_other,direction_D_minus_other,cliffs_delta_D_minus_other
D_vs_REST,2024,velocity_consistency,PERSISTENCE_EXHAUSTION,18,31,1.0,1.0,0.0,0.06451612903225806
D_vs_REST,2025,velocity_consistency,PERSISTENCE_EXHAUSTION,22,21,1.0,1.0,0.0,0.0021645021645021645
D_vs_REST,2026,velocity_consistency,PERSISTENCE_EXHAUSTION,5,9,1.0,1.0,0.0,0.1111111111111111
D_vs_REST,2022,flow_price_alignment,OTHER_CAUSAL_CONTEXT,10,26,1.0,1.0,0.0,0.07692307692307693
D_vs_REST,2023,flow_price_alignment,OTHER_CAUSAL_CONTEXT,16,25,1.0,1.0,0.0,-0.0225
D_vs_REST,2024,flow_price_alignment,OTHER_CAUSAL_CONTEXT,18,31,1.0,1.0,0.0,0.06451612903225806
D_vs_REST,2025,flow_price_alignment,OTHER_CAUSAL_CONTEXT,22,21,1.0,1.0,0.0,0.0021645021645021645
D_vs_REST,2026,flow_price_alignment,OTHER_CAUSAL_CONTEXT,5,9,1.0,1.0,0.0,0.1111111111111111
D_vs_REST,2022,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,10,26,0.7083333333333333,0.8,-1.0,-0.17692307692307693
D_vs_REST,2023,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,16,25,0.7083333333333333,0.8,-1.0,-0.025
D_vs_REST,2024,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,18,31,0.8392857142857143,0.8333333333333334,1.0,-0.007168458781362007
D_vs_REST,2025,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,22,21,0.5833333333333333,0.3333333333333333,1.0,0.04329004329004329
D_vs_REST,2026,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,5,9,0.8181818181818182,0.8,1.0,0.08888888888888889
D_vs_REST,2022,directional_vwap_distance,AUCTION_THEORY,10,26,17.72551552649766,15.92253245844319,1.0,0.25384615384615383
D_vs_REST,2023,directional_vwap_distance,AUCTION_THEORY,16,25,13.015557908979924,12.230004611364452,1.0,0.24
D_vs_REST,2024,directional_vwap_distance,AUCTION_THEORY,18,31,12.52394248544617,13.864148750726322,-1.0,-0.04659498207885305
D_vs_REST,2025,directional_vwap_distance,AUCTION_THEORY,22,21,17.995704381195125,17.848141871444135,1.0,-0.047619047619047616
D_vs_REST,2026,directional_vwap_distance,AUCTION_THEORY,5,9,41.5552122514777,23.024667599720082,1.0,0.4666666666666667
D_vs_REST,2022,directional_poc_distance,AUCTION_THEORY,10,26,20.0,13.5,1.0,0.31153846153846154
D_vs_REST,2023,directional_poc_distance,AUCTION_THEORY,16,25,13.0,11.0,1.0,0.3275
D_vs_REST,2024,directional_poc_distance,AUCTION_THEORY,18,31,10.0,13.0,-1.0,-0.1989247311827957
D_vs_REST,2025,directional_poc_distance,AUCTION_THEORY,22,21,18.0,16.0,1.0,-0.004329004329004329
D_vs_REST,2026,directional_poc_distance,AUCTION_THEORY,5,9,21.0,23.0,-1.0,0.15555555555555556
D_vs_REST,2022,profile_confluence_4t,AUCTION_THEORY,10,26,2.0,2.0,0.0,-0.06923076923076923
D_vs_REST,2023,profile_confluence_4t,AUCTION_THEORY,16,25,2.0,2.0,0.0,-0.1825
D_vs_REST,2024,profile_confluence_4t,AUCTION_THEORY,18,31,2.0,2.0,0.0,0.24014336917562723
D_vs_REST,2025,profile_confluence_4t,AUCTION_THEORY,22,21,2.0,2.0,0.0,0.11255411255411256
D_vs_REST,2026,profile_confluence_4t,AUCTION_THEORY,5,9,2.0,2.0,0.0,-0.1111111111111111
D_vs_REST,2022,burst_efficiency_score,EFFORT_VS_RESULT,10,26,0.021954887218045113,0.03252247488101534,-1.0,-0.12307692307692308
D_vs_REST,2023,burst_efficiency_score,EFFORT_VS_RESULT,16,25,0.012259567220997795,0.013071895424836602,-1.0,-0.02
D_vs_REST,2024,burst_efficiency_score,EFFORT_VS_RESULT,18,31,0.019111381618989655,0.02127659574468085,-1.0,-0.06989247311827956
D_vs_REST,2025,burst_efficiency_score,EFFORT_VS_RESULT,22,21,0.023448181569592563,0.02040816326530612,1.0,-0.12554112554112554
D_vs_REST,2026,burst_efficiency_score,EFFORT_VS_RESULT,5,9,0.06666666666666667,0.03896103896103896,1.0,0.1111111111111111
D_vs_REST,2022,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,10,26,25.991666666666667,14.975,1.0,0.12307692307692308
D_vs_REST,2023,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,16,25,61.13333333333334,59.6,1.0,0.0225
D_vs_REST,2024,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,18,31,37.099999999999994,28.65,1.0,0.08064516129032258
D_vs_REST,2025,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,22,21,29.28333333333333,32.199999999999996,-1.0,0.12554112554112554
D_vs_REST,2026,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,5,9,0.0,9.333333333333334,-1.0,-0.2222222222222222
D_vs_REST,2022,seconds_from_open,TIME_REGIME,10,26,195.0,109.5,1.0,0.1423076923076923
D_vs_REST,2023,seconds_from_open,TIME_REGIME,16,25,142.0,210.0,-1.0,-0.1525
D_vs_REST,2024,seconds_from_open,TIME_REGIME,18,31,147.0,159.0,-1.0,-0.14874551971326164
D_vs_REST,2025,seconds_from_open,TIME_REGIME,22,21,210.5,146.0,1.0,0.21212121212121213
D_vs_REST,2026,seconds_from_open,TIME_REGIME,5,9,151.0,112.0,1.0,0.6
D_vs_REST,2022,minute_from_open,TIME_REGIME,10,26,3.25,1.8250000000000002,1.0,0.1423076923076923
D_vs_REST,2023,minute_from_open,TIME_REGIME,16,25,2.3666666666666663,3.5,-1.0,-0.1525
D_vs_REST,2024,minute_from_open,TIME_REGIME,18,31,2.45,2.65,-1.0,-0.14874551971326164
D_vs_REST,2025,minute_from_open,TIME_REGIME,22,21,3.5083333333333333,2.433333333333333,1.0,0.21212121212121213
D_vs_REST,2026,minute_from_open,TIME_REGIME,5,9,2.5166666666666666,1.8666666666666667,1.0,0.6
D_vs_REST,2022,weekday_index,TIME_REGIME,10,26,2.0,1.0,1.0,0.3153846153846154
D_vs_REST,2023,weekday_index,TIME_REGIME,16,25,2.0,2.0,0.0,-0.16
D_vs_REST,2024,weekday_index,TIME_REGIME,18,31,2.0,2.0,0.0,0.03942652329749104
D_vs_REST,2025,weekday_index,TIME_REGIME,22,21,2.0,3.0,-1.0,-0.22077922077922077
D_vs_REST,2026,weekday_index,TIME_REGIME,5,9,2.0,2.0,0.0,0.06666666666666667
D_vs_REST,2022,month_index,TIME_REGIME,10,26,7.5,7.0,1.0,0.06153846153846154
D_vs_REST,2023,month_index,TIME_REGIME,16,25,6.5,8.0,-1.0,-0.0625
D_vs_REST,2024,month_index,TIME_REGIME,18,31,6.5,7.0,-1.0,-0.016129032258064516
D_vs_REST,2025,month_index,TIME_REGIME,22,21,9.0,7.0,1.0,0.27705627705627706
D_vs_REST,2026,month_index,TIME_REGIME,5,9,5.0,5.0,0.0,0.13333333333333333
D_vs_REST,2022,execution_side_sign,OTHER_CAUSAL_CONTEXT,10,26,1.0,1.0,0.0,0.023076923076923078
D_vs_REST,2023,execution_side_sign,OTHER_CAUSAL_CONTEXT,16,25,-1.0,-1.0,0.0,-0.0425
D_vs_REST,2024,execution_side_sign,OTHER_CAUSAL_CONTEXT,18,31,-1.0,1.0,-1.0,-0.07168458781362007
D_vs_REST,2025,execution_side_sign,OTHER_CAUSAL_CONTEXT,22,21,1.0,1.0,0.0,0.20346320346320346
D_vs_REST,2026,execution_side_sign,OTHER_CAUSAL_CONTEXT,5,9,-1.0,-1.0,0.0,0.06666666666666667
D_vs_REST,2022,or_position_fraction,AUCTION_THEORY,10,26,-0.1588235294117647,-0.10683760683760683,-1.0,-0.1346153846153846
D_vs_REST,2023,or_position_fraction,AUCTION_THEORY,16,25,1.1785714285714286,1.1538461538461537,1.0,-0.03
D_vs_REST,2024,or_position_fraction,AUCTION_THEORY,18,31,1.1640866873065017,1.037037037037037,1.0,0.20430107526881722
D_vs_REST,2025,or_position_fraction,AUCTION_THEORY,22,21,-0.20144284128745837,-0.05,-1.0,-0.12554112554112554
D_vs_REST,2026,or_position_fraction,AUCTION_THEORY,5,9,1.2702702702702702,1.2333333333333334,1.0,0.2
D_vs_REST,2022,distance_nearest_or_edge_ticks,AUCTION_THEORY,10,26,6.0,7.0,-1.0,0.04230769230769231
D_vs_REST,2023,distance_nearest_or_edge_ticks,AUCTION_THEORY,16,25,8.5,5.0,1.0,0.1925
D_vs_REST,2024,distance_nearest_or_edge_ticks,AUCTION_THEORY,18,31,6.0,6.0,0.0,-0.13799283154121864
D_vs_REST,2025,distance_nearest_or_edge_ticks,AUCTION_THEORY,22,21,8.5,7.0,1.0,0.1406926406926407
D_vs_REST,2026,distance_nearest_or_edge_ticks,AUCTION_THEORY,5,9,20.0,9.0,1.0,0.4444444444444444
D_vs_REST,2022,distance_nearest_profile_reference_ticks,AUCTION_THEORY,10,26,0.0,0.0,0.0,-0.16153846153846155
D_vs_REST,2023,distance_nearest_profile_reference_ticks,AUCTION_THEORY,16,25,0.0,1.0,-1.0,-0.1275
D_vs_REST,2024,distance_nearest_profile_reference_ticks,AUCTION_THEORY,18,31,0.0,0.0,0.0,-0.043010752688172046
D_vs_REST,2025,distance_nearest_profile_reference_ticks,AUCTION_THEORY,22,21,0.0,0.0,0.0,-0.015151515151515152
D_vs_REST,2026,distance_nearest_profile_reference_ticks,AUCTION_THEORY,5,9,1.0,1.0,0.0,-0.15555555555555556
D_vs_REST,2022,vwap_poc_spread_ticks,AUCTION_THEORY,10,26,4.089520102108869,4.39589298453265,-1.0,-0.15384615384615385
D_vs_REST,2023,vwap_poc_spread_ticks,AUCTION_THEORY,16,25,2.3508677079481854,2.7699953886355484,-1.0,-0.085
D_vs_REST,2024,vwap_poc_spread_ticks,AUCTION_THEORY,18,31,2.9224693702616236,3.001248699271592,-1.0,-0.08602150537634409
D_vs_REST,2025,vwap_poc_spread_ticks,AUCTION_THEORY,22,21,4.7102212889165775,3.855936584525246,1.0,0.09956709956709957
D_vs_REST,2026,vwap_poc_spread_ticks,AUCTION_THEORY,5,9,5.338955767077273,1.922118680894215,1.0,0.4222222222222222
D_vs_REST,2022,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,10,26,-3.8,-3.0,-1.0,-0.12692307692307692
D_vs_REST,2023,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,16,25,-1.5,-1.6,1.0,0.1075
D_vs_REST,2024,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,18,31,-2.2,-2.6,1.0,0.021505376344086023
D_vs_REST,2025,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,22,21,-1.8,-2.0,1.0,0.13203463203463203
D_vs_REST,2026,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,5,9,-7.4,-4.6,-1.0,-0.28888888888888886
D_vs_REST,2022,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,10,26,-145.8,-115.3,-1.0,-0.2692307692307692
D_vs_REST,2023,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,16,25,-124.6,-140.6,1.0,0.2225
D_vs_REST,2024,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,18,31,-119.30000000000001,-132.0,1.0,0.05555555555555555
D_vs_REST,2025,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,22,21,-116.3,-115.4,-1.0,0.08441558441558442
D_vs_REST,2026,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,5,9,-110.8,-109.6,-1.0,-0.1111111111111111
D_vs_REST,2022,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,10,26,-1.0,1.0,-1.0,-0.23846153846153847
D_vs_REST,2023,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,16,25,-1.0,-1.0,0.0,-0.0475
D_vs_REST,2024,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,18,31,-1.0,-1.0,0.0,-0.07706093189964158
D_vs_REST,2025,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,22,21,-1.0,-1.0,0.0,-0.06277056277056277
D_vs_REST,2026,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,5,9,-1.0,-1.0,0.0,0.06666666666666667
